Person,Day,Calculator-Bin1,Calendar-Bin1,Camera-Bin1,Clock-Bin1,Contacts-Bin1,Facebook-Bin1,Gallery-Bin1,Gmail-Bin1,Google Play Store-Bin1,Google Search-Bin1,Instagram-Bin1,Internet-Bin1,Maps-Bin1,Messaging-Bin1,Messenger-Bin1,Phone-Bin1,Photos-Bin1,Settings-Bin1,Twitter-Bin1,WhatsApp-Bin1,YouTube-Bin1
1,Day1,-0.295180238,-0.314448672,-0.087446174,-0.376271456,-0.144432069,-0.822606048,-0.345443683,-0.411280235,-0.40649623,0,-0.649000892,0,-0.281236645,1.172849038,-0.725166862,-0.374897925,-0.280893508,-0.111833995,-0.388479746,-0.428391599,-0.410998068
1,Day2,-0.295180238,-0.314448672,-0.154917494,-0.376271456,-0.144432069,-0.803023862,-0.345443683,-0.411280235,-0.40649623,0,-0.684536535,0,-0.2625687,-0.068091605,-0.592658487,-0.374897925,-0.280893508,-0.370778481,-0.388479746,-0.428391599,-0.410998068
1,Day3,3.589376342,-0.244458483,-0.154917494,0.185027087,-0.144432069,-0.505885476,-0.345443683,-0.411280235,-0.395030419,0,-0.584307797,0,-0.281236645,4.543960518,-0.35117941,-0.374897925,-0.280893508,-0.370778481,-0.388479746,-0.223364049,0.935206723
1,Day4,-0.295180238,-0.314448672,-0.154917494,1.280895672,-0.144432069,-0.542495649,-0.345443683,-0.411280235,2.299435137,0,-0.694559409,0,-0.281236645,-0.09463579,-0.754806893,0.441542134,-0.280893508,-0.331936808,-0.388479746,-0.428391599,-0.295271692
1,Day5,-0.012667032,-0.314448672,-0.154917494,-0.178480541,-0.144432069,-0.462464107,-0.345443683,-0.318134711,-0.40649623,0,-0.701848772,0,-0.163006329,1.9426304,-0.611837331,1.508459119,-0.280893508,-0.228359014,0.113100581,-0.428391599,-0.335421659
1,Day6,-0.295180238,-0.314448672,-0.154917494,-0.269357448,-0.144432069,-0.161920123,-0.345443683,-0.411280235,-0.40649623,0,-0.699115261,0,-0.281236645,0.097809551,-0.713833909,-0.374897925,-0.280893508,-0.370778481,0.245095404,-0.428391599,-0.410998068
2,Day1,-0.295180238,-0.314448672,-0.148388012,-0.103640735,-0.088749361,0.33529712,-0.345443683,-0.074182149,-0.349167175,0,1.860362259,0,-0.281236645,-0.293717176,1.109028007,1.866010152,-0.280893508,5.584944697,-0.388479746,-0.428391599,-0.080351278
2,Day2,-0.295180238,-0.314448672,-0.154917494,-0.30143165,-0.144432069,0.652017692,1.272988601,-0.331441214,-0.40649623,0,3.097731598,0,-0.281236645,-0.293717176,2.009561894,2.523751089,-0.280893508,-0.370778481,-0.388479746,-0.428391599,0.458917893
2,Day3,-0.295180238,-0.314448672,-0.154917494,-0.376271456,-0.144432069,0.883598326,9.18956539,-0.349183219,-0.40649623,0,3.345569933,0,-0.281236645,-0.293717176,2.034843097,-0.374897925,-0.280893508,-0.370778481,-0.388479746,-0.333152995,0.389639518
2,Day4,-0.295180238,-0.314448672,-0.154917494,-0.333505853,-0.144432069,-0.304103821,3.150980781,-0.411280235,-0.40649623,0,0.196565195,0,-0.281236645,-0.293717176,2.897891063,-0.374897925,-0.280893508,-0.370778481,-0.388479746,-0.428391599,0.961186113
2,Day5,-0.295180238,-0.314448672,-0.117917093,0.08880448,-0.144432069,-0.186610705,3.448711248,-0.295957205,-0.40649623,0,0.87994296,0,-0.281236645,-0.293717176,2.272835112,-0.168397863,-0.280893508,-0.370778481,-0.388479746,-0.37812678,-0.14726789
2,Day6,-0.295180238,-0.314448672,-0.141858529,-0.376271456,-0.144432069,-0.338159796,2.860884428,-0.344747718,-0.40649623,0,-0.032138563,0,-0.271902673,-0.293717176,2.173453831,-0.374897925,-0.280893508,-0.370778481,-0.388479746,-0.428391599,0.051120184
3,Day1,-0.295180238,-0.314448672,-0.154917494,-0.344197254,-0.144432069,-0.647217774,-0.345443683,-0.2737797,-0.200111634,0,-0.4120966,0,-0.281236645,-0.293717176,-0.590914956,0.219745771,-0.280893508,-0.370778481,-0.388479746,-0.16516268,-0.410998068
3,Day2,-0.295180238,-0.314448672,-0.154917494,0.270558294,-0.144432069,0.191410623,-0.345443683,-0.180634176,-0.177180012,0,-0.346492335,0,-0.281236645,-0.293717176,-0.508968988,0.158560568,-0.249745815,-0.370778481,-0.388479746,1.131140541,0.898993026
3,Day3,-0.295180238,-0.314448672,-0.154917494,-0.028800929,-0.144432069,0.039010133,-0.345443683,0.280657941,-0.395030419,0,-0.446721073,0,-0.281236645,-0.293717176,-0.609222034,-0.212374728,-0.280893508,-0.370778481,-0.388479746,4.004171762,0.466790436
3,Day4,-0.295180238,-0.314448672,-0.154917494,-0.221246144,-0.144432069,2.19986178,-0.345443683,-0.198376181,-0.177180012,0,-0.144212516,0,-0.094557198,-0.293717176,0.543252118,-0.374897925,0.170748042,0.406054977,-0.388479746,0.006795911,1.574457185
3,Day5,-0.295180238,-0.314448672,0.036613995,-0.103640735,-0.144432069,0.041564331,-0.345443683,6.068986908,1.622952295,0,0.099981138,0,-0.281236645,-0.293717176,1.594601458,1.06869047,-0.280893508,0.483738322,-0.388479746,0.468438589,-0.026030733
3,Day6,-0.295180238,-0.314448672,-0.150564506,0.265212593,-0.144432069,0.285915955,-0.345443683,0.254044934,-0.40649623,0,-0.266309344,0,-0.281236645,-0.293717176,-0.095752083,-0.374897925,-0.280893508,-0.267200687,-0.388479746,-0.194263364,1.365047551
4,Day1,1.399898997,-0.314448672,-0.019974854,-0.370925756,-0.122158986,-0.121052952,0.333992512,-0.411280235,-0.395030419,0,-0.51597002,0,-0.281236645,-0.293717176,-0.525532534,-0.103388584,-0.280893508,-0.370778481,-0.388479746,-0.294793002,-0.410998068
4,Day2,-0.295180238,-0.314448672,-0.128799564,-0.237283246,-0.08318109,0.690330665,3.212053697,-0.411280235,-0.395030419,0,0.217522114,0,-0.281236645,-0.293717176,-0.56214669,1.179588651,-0.280893508,-0.370778481,-0.388479746,-0.204845431,-0.410998068
4,Day3,-0.295180238,-0.314448672,-0.050445773,-0.087603634,-0.144432069,-0.534833055,-0.047713216,-0.411280235,-0.337701365,0,-0.280888069,0,-0.256346052,-0.293717176,-0.679835049,-0.374897925,-0.280893508,-0.370778481,-0.388479746,0.169495193,-0.410998068
4,Day4,-0.295180238,-0.314448672,-0.109211116,-0.125023537,-0.144432069,0.729495037,0.0133597,-0.411280235,-0.40649623,0,-0.25810881,0,-0.281236645,-0.293717176,-0.44881716,-0.292680308,-0.280893508,-0.370778481,-0.388479746,0.223728287,-0.406274543
4,Day5,-0.295180238,-0.314448672,-0.144035023,-0.344197254,-0.144432069,-0.175542513,0.486674803,-0.411280235,-0.40649623,0,0.219344454,0,-0.281236645,-0.293717176,-0.44881716,-0.078532095,-0.280893508,-0.370778481,-0.388479746,-0.182358539,-0.410998068
4,Day6,-0.295180238,-0.314448672,-0.154917494,-0.242628946,-0.133295528,-0.542495649,0.669893552,-0.411280235,-0.395030419,0,-0.684536535,0,-0.281236645,-0.293717176,-0.447945394,-0.313712721,-0.280893508,-0.370778481,-0.388479746,-0.290824727,-0.410998068
5,Day1,-0.295180238,-0.160470258,-0.115740599,0.179681387,-0.144432069,0.783133198,-0.116420247,-0.411280235,-0.40649623,0,-0.221661996,0,-0.281236645,-0.293717176,-0.192518067,-0.300328458,-0.280893508,-0.370778481,-0.388479746,-0.428391599,-0.262207012
5,Day2,-0.295180238,-0.314448672,-0.128799564,-0.103640735,-0.144432069,1.140720941,2.746372709,-0.411280235,-0.40649623,0,0.785181243,0,-0.281236645,-0.293717176,0.399410791,-0.25061548,-0.280893508,-0.344884033,-0.388479746,-0.428391599,-0.400763763
5,Day3,-0.295180238,-0.314448672,-0.137505541,-0.210554743,-0.144432069,1.176479716,-0.15459082,-0.411280235,-0.039590282,0,-0.302756158,0,-0.281236645,-0.293717176,0.145726995,-0.327096984,-0.280893508,-0.254253463,-0.388479746,-0.428391599,-0.375571626
5,Day4,-0.295180238,-0.314448672,-0.148388012,3.932363077,-0.144432069,0.287618754,-0.215663736,-0.411280235,-0.40649623,0,-0.214372633,0,-0.281236645,-0.293717176,-0.179441582,-0.374897925,-0.280893508,-0.370778481,-0.388479746,-0.428391599,-0.410998068
5,Day5,0.09327542,-0.188466333,-0.109211116,0.22779269,-0.144432069,0.522604985,2.906689115,-0.411280235,-0.40649623,0,0.108181671,0,-0.281236645,-0.293717176,-0.691168003,-0.374897925,-0.280893508,-0.344884033,-0.388479746,-0.428391599,-0.011072902
5,Day6,-0.295180238,-0.314448672,-0.05915175,-0.210554743,-0.144432069,1.00279424,0.295821939,-0.411280235,-0.40649623,0,-0.062207185,0,-0.147449708,-0.293717176,-0.67373269,-0.254439555,-0.280893508,-0.331936808,-0.388479746,-0.428391599,-0.209460977
6,Day1,-0.295180238,-0.314448672,-0.154917494,-0.376271456,0.323302684,-0.730654914,-0.345443683,-0.411280235,-0.40649623,0,-0.701848772,0,-0.281236645,0.024813042,-0.704244487,-0.374897925,-0.280893508,-0.370778481,-0.388479746,-0.428391599,-0.410998068
6,Day2,-0.295180238,-0.230460446,-0.154917494,-0.376271456,0.211937266,-0.571443229,-0.345443683,-0.411280235,-0.40649623,0,-0.701848772,0,-0.281236645,2.951309425,-0.735628049,-0.374897925,-0.280893508,-0.370778481,-0.388479746,-0.428391599,-0.410998068
6,Day3,-0.295180238,-0.314448672,-0.154917494,-0.082257934,0.217505537,-0.843891033,-0.345443683,-0.411280235,-0.40649623,0,-0.701848772,0,-0.281236645,0.442883954,-0.726910393,-0.374897925,-0.280893508,-0.370778481,-0.388479746,-0.428391599,-0.410998068
6,Day4,-0.295180238,1.491298184,-0.154917494,-0.376271456,0.891266312,-0.787698673,-0.345443683,-0.411280235,-0.40649623,0,-0.701848772,0,-0.281236645,0.31016303,-0.758293955,-0.374897925,-0.280893508,-0.370778481,-0.388479746,-0.428391599,-0.410998068
6,Day5,-0.295180238,-0.314448672,-0.154917494,-0.376271456,-0.116590715,-0.794509868,-0.345443683,-0.411280235,-0.40649623,0,-0.701848772,0,-0.281236645,0.55569674,-0.758293955,-0.374897925,-0.280893508,-0.370778481,-0.388479746,0.217114495,-0.410998068
6,Day6,-0.295180238,-0.314448672,-0.154917494,-0.376271456,-0.144432069,-0.619972994,-0.345443683,-0.411280235,-0.40649623,0,-0.701848772,0,-0.281236645,0.741506034,-0.745217471,-0.374897925,-0.280893508,-0.370778481,-0.388479746,-0.386063331,-0.410998068
7,Day1,-0.295180238,-0.314448672,-0.109211116,-0.376271456,-0.144432069,-0.877095609,0.86838053,0.005656871,-0.40649623,0,-0.439431711,0,-0.281236645,-0.293717176,-0.714705674,-0.374897925,-0.280893508,-0.370778481,-0.252423544,-0.428391599,-0.410998068
7,Day2,-0.295180238,-0.314448672,0.130203245,-0.376271456,-0.144432069,-0.337308397,-0.345443683,-0.406844734,-0.40649623,0,-0.389317341,0,0.365918771,-0.293717176,-0.677219753,-0.374897925,-0.280893508,0.613210565,-0.244300786,-0.318602653,-0.410998068
7,Day3,2.282752765,-0.314448672,-0.12662307,-0.376271456,-0.072044548,-0.094659571,2.158545889,-0.411280235,-0.40649623,0,-0.432142348,0,-0.203453542,-0.293717176,-0.731269221,-0.06705987,-0.280893508,-0.370778481,0.161837131,0.662884072,-0.40942356
7,Day4,-0.295180238,-0.314448672,-0.154917494,-0.376271456,-0.144432069,0.103716486,-0.345443683,-0.411280235,-0.360632986,0,-0.356515208,0,-0.281236645,-0.293717176,0.087318698,-0.374897925,-0.280893508,-0.370778481,-0.165103892,-0.240559908,-0.410998068
